procedure_name,is_mandatory,procedure_description,procedure_id,parameter_mapping
Combined SHIRPA and Dysmorphology,1,"SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments, so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics, behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.",8,16910
Combined SHIRPA and Dysmorphology,1,"SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments, so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics, behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.",8,16911
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28674
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28675
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28676
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28677
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28678
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28679
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28680
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28681
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28682
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28683
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28684
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28685
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28686
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28687
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28688
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28689
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28690
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28691
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28692
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28693
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28694
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28695
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28696
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28697
Echo,0,To assess the functionality of the heart in order to determine the presence of a mutant phenotype.,9,28698
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89737
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89738
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89739
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89740
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89741
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89742
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89743
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89744
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89745
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89747
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89748
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89749
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89750
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89751
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89752
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89753
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89754
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89755
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89756
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89757
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89758
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89759
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89760
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89761
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89762
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89763
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89764
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,89765
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,90855
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,90856
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28488
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28489
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28490
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28491
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28492
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28493
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28494
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28495
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28496
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28497
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28498
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28499
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28500
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28501
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28502
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28503
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28504
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28505
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28506
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28507
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28508
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28509
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28510
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28511
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28512
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,28513
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47596
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47597
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47598
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47599
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47600
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47601
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47602
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47603
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47604
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47605
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47606
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47607
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47608
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47609
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47610
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47611
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47612
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47613
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47614
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47615
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47616
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47617
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47618
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47619
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47620
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,47621
Electrocardiogram (ECG),1,To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.,10,74751
Embryo LacZ,0,embryo_lacz,11,32643
Embryo LacZ,0,embryo_lacz,11,32644
Embryo LacZ,0,embryo_lacz,11,32645
Embryo LacZ,0,embryo_lacz,11,32646
Embryo LacZ,0,embryo_lacz,11,32647
Embryo LacZ,0,embryo_lacz,11,32648
Embryo LacZ,0,embryo_lacz,11,32649
Embryo LacZ,0,embryo_lacz,11,32650
Embryo LacZ,0,embryo_lacz,11,32651
Embryo LacZ,0,embryo_lacz,11,32652
Embryo LacZ,0,embryo_lacz,11,32653
Embryo LacZ,0,embryo_lacz,11,32654
Embryo LacZ,0,embryo_lacz,11,32655
Embryo LacZ,0,embryo_lacz,11,32656
Embryo LacZ,0,embryo_lacz,11,32657
Embryo LacZ,0,embryo_lacz,11,32658
Embryo LacZ,0,embryo_lacz,11,32659
Embryo LacZ,0,embryo_lacz,11,32660
Embryo LacZ,0,embryo_lacz,11,32661
Embryo LacZ,0,embryo_lacz,11,32662
Embryo LacZ,0,embryo_lacz,11,32663
Embryo LacZ,0,embryo_lacz,11,32664
Embryo LacZ,0,embryo_lacz,11,32665
Embryo LacZ,0,embryo_lacz,11,32666
Embryo LacZ,0,embryo_lacz,11,32667
Embryo LacZ,0,embryo_lacz,11,32668
Embryo LacZ,0,embryo_lacz,11,32669
Embryo LacZ,0,embryo_lacz,11,32670
Embryo LacZ,0,embryo_lacz,11,32671
Embryo LacZ,0,embryo_lacz,11,32672
Embryo LacZ,0,embryo_lacz,11,32673
Embryo LacZ,0,embryo_lacz,11,32674
Embryo LacZ,0,embryo_lacz,11,32675
Embryo LacZ,0,embryo_lacz,11,32676
Embryo LacZ,0,embryo_lacz,11,32677
Embryo LacZ,0,embryo_lacz,11,32678
Embryo LacZ,0,embryo_lacz,11,32679
Embryo LacZ,0,embryo_lacz,11,32680
Embryo LacZ,0,embryo_lacz,11,32681
Embryo LacZ,0,embryo_lacz,11,32682
Embryo LacZ,0,embryo_lacz,11,32683
Embryo LacZ,0,embryo_lacz,11,32684
Embryo LacZ,0,embryo_lacz,11,32685
Embryo LacZ,0,embryo_lacz,11,32686
Embryo LacZ,0,embryo_lacz,11,32687
Embryo LacZ,0,embryo_lacz,11,32688
Embryo LacZ,0,embryo_lacz,11,32689
Embryo LacZ,0,embryo_lacz,11,32690
Embryo LacZ,0,embryo_lacz,11,32691
Embryo LacZ,0,embryo_lacz,11,32692
Embryo LacZ,0,embryo_lacz,11,32693
Embryo LacZ,0,embryo_lacz,11,32694
Embryo LacZ,0,embryo_lacz,11,32695
Embryo LacZ,0,embryo_lacz,11,32696
Embryo LacZ,0,embryo_lacz,11,32697
Embryo LacZ,0,embryo_lacz,11,32698
Embryo LacZ,0,embryo_lacz,11,32699
Embryo LacZ,0,embryo_lacz,11,32700
Embryo LacZ,0,embryo_lacz,11,32701
Embryo LacZ,0,embryo_lacz,11,32702
Embryo LacZ,0,embryo_lacz,11,32703
Embryo LacZ,0,embryo_lacz,11,32704
Embryo LacZ,0,embryo_lacz,11,32705
Embryo LacZ,0,embryo_lacz,11,32706
Embryo LacZ,0,embryo_lacz,11,32707
Embryo LacZ,0,embryo_lacz,11,32708
Embryo LacZ,0,embryo_lacz,11,32709
Embryo LacZ,0,embryo_lacz,11,32710
Embryo LacZ,0,embryo_lacz,11,32711
Embryo LacZ,0,embryo_lacz,11,32712
Embryo LacZ,0,embryo_lacz,11,32713
Embryo LacZ,0,embryo_lacz,11,32714
Embryo LacZ,0,embryo_lacz,11,32715
Embryo LacZ,0,embryo_lacz,11,32716
Embryo LacZ,0,embryo_lacz,11,32717
Embryo LacZ,0,embryo_lacz,11,32718
Embryo LacZ,0,embryo_lacz,11,32719
Embryo LacZ,0,embryo_lacz,11,32720
Embryo LacZ,0,embryo_lacz,11,32721
Embryo LacZ,0,embryo_lacz,11,32722
Embryo LacZ,0,embryo_lacz,11,32723
Embryo LacZ,0,embryo_lacz,11,32724
Embryo LacZ,0,embryo_lacz,11,32725
Embryo LacZ,0,embryo_lacz,11,32726
Embryo LacZ,0,embryo_lacz,11,32727
Embryo LacZ,0,embryo_lacz,11,32728
Embryo LacZ,0,embryo_lacz,11,32729
Embryo LacZ,0,embryo_lacz,11,32730
Embryo LacZ,0,embryo_lacz,11,32731
Embryo LacZ,0,embryo_lacz,11,32732
Embryo LacZ,0,embryo_lacz,11,32733
Embryo LacZ,0,embryo_lacz,11,32734
Experimental design,0,experimental_design,12,38988
Experimental design,0,experimental_design,12,38989
Experimental design,0,experimental_design,12,38990
Experimental design,0,experimental_design,12,38991
Experimental design,0,experimental_design,12,38992
Experimental design,0,experimental_design,12,38993
Experimental design,0,experimental_design,12,38994
Experimental design,0,experimental_design,12,38995
Experimental design,0,experimental_design,12,38996
Experimental design,0,experimental_design,12,38997
Experimental design,0,experimental_design,12,38998
Experimental design,0,experimental_design,12,38999
Experimental design,0,experimental_design,12,39000
Experimental design,0,experimental_design,12,39001
Experimental design,0,experimental_design,12,39002
Experimental design,0,experimental_design,12,39003
Experimental design,0,experimental_design,12,39004
Experimental design,0,experimental_design,12,39005
Experimental design,0,experimental_design,12,39006
Experimental design,0,experimental_design,12,39007
Experimental design,0,experimental_design,12,39008
Experimental design,0,experimental_design,12,39009
Experimental design,0,experimental_design,12,39010
Experimental design,0,experimental_design,12,39011
Experimental design,0,experimental_design,12,39012
Experimental design,0,experimental_design,12,39013
Experimental design,0,experimental_design,12,39014
Experimental design,0,experimental_design,12,39015
Experimental design,0,experimental_design,12,39016
Experimental design,0,experimental_design,12,39017
Experimental design,0,experimental_design,12,39018
Experimental design,0,experimental_design,12,39019
Experimental design,0,experimental_design,12,39020
Experimental design,0,experimental_design,12,39021
Experimental design,0,experimental_design,12,39022
Experimental design,0,experimental_design,12,39023
Experimental design,0,experimental_design,12,39024
Experimental design,0,experimental_design,12,39025
Experimental design,0,experimental_design,12,39026
Experimental design,0,experimental_design,12,39027
Experimental design,0,experimental_design,12,39028
Experimental design,0,experimental_design,12,39029
Experimental design,0,experimental_design,12,39030
Experimental design,0,experimental_design,12,39031
Experimental design,0,experimental_design,12,39032
Experimental design,0,experimental_design,12,39033
Experimental design,0,experimental_design,12,39034
Experimental design,0,experimental_design,12,39035
Experimental design,0,experimental_design,12,39036
Experimental design,0,experimental_design,12,39037
Experimental design,0,experimental_design,12,39038
Experimental design,0,experimental_design,12,39039
Experimental design,0,experimental_design,12,39040
Experimental design,0,experimental_design,12,39041
Experimental design,0,experimental_design,12,39042
Experimental design,0,experimental_design,12,39043
Experimental design,0,experimental_design,12,39044
Experimental design,0,experimental_design,12,39045
Experimental design,0,experimental_design,12,39046
Experimental design,0,experimental_design,12,39047
Experimental design,0,experimental_design,12,39048
Experimental design,0,experimental_design,12,39049
Experimental design,0,experimental_design,12,39050
Experimental design,0,experimental_design,12,39051
Experimental design,0,experimental_design,12,39052
Experimental design,0,experimental_design,12,39053
Experimental design,0,experimental_design,12,39054
Experimental design,0,experimental_design,12,39055
Experimental design,0,experimental_design,12,39056
Experimental design,0,experimental_design,12,39057
Experimental design,0,experimental_design,12,39058
Experimental design,0,experimental_design,12,39059
Experimental design,0,experimental_design,12,39060
Experimental design,0,experimental_design,12,39061
Experimental design,0,experimental_design,12,39062
Experimental design,0,experimental_design,12,39063
Experimental design,0,experimental_design,12,39064
Experimental design,0,experimental_design,12,39065
Experimental design,0,experimental_design,12,39066
Experimental design,0,experimental_design,12,39067
Experimental design,0,experimental_design,12,39068
Experimental design,0,experimental_design,12,39069
Experimental design,0,experimental_design,12,39070
Experimental design,0,experimental_design,12,39071
Experimental design,0,experimental_design,12,39072
Experimental design,0,experimental_design,12,39073
Experimental design,0,experimental_design,12,39074
Experimental design,0,experimental_design,12,39075
Experimental design,0,experimental_design,12,39076
Experimental design,0,experimental_design,12,39077
Experimental design,0,experimental_design,12,39078
Experimental design,0,experimental_design,12,39079
Experimental design,0,experimental_design,12,39080
Experimental design,0,experimental_design,12,39081
Experimental design,0,experimental_design,12,39082
Experimental design,0,experimental_design,12,39083
Experimental design,0,experimental_design,12,39084
Experimental design,0,experimental_design,12,39085
Experimental design,0,experimental_design,12,39086
Experimental design,0,experimental_design,12,39087
Experimental design,0,experimental_design,12,39088
Experimental design,0,experimental_design,12,39089
Experimental design,0,experimental_design,12,39090
Experimental design,0,experimental_design,12,39091
Experimental design,0,experimental_design,12,39092
Experimental design,0,experimental_design,12,39093
Experimental design,0,experimental_design,12,39094
Experimental design,0,experimental_design,12,39095
Experimental design,0,experimental_design,12,39096
Experimental design,0,experimental_design,12,39097
Experimental design,0,experimental_design,12,39098
Experimental design,0,experimental_design,12,39099
Experimental design,0,experimental_design,12,39100
Experimental design,0,experimental_design,12,39101
Experimental design,0,experimental_design,12,39102
Experimental design,0,experimental_design,12,39103
Experimental design,0,experimental_design,12,39104
Experimental design,0,experimental_design,12,39105
Experimental design,0,experimental_design,12,39106
Experimental design,0,experimental_design,12,39107
Experimental design,0,experimental_design,12,39108
Experimental design,0,experimental_design,12,39109
Experimental design,0,experimental_design,12,39110
Experimental design,0,experimental_design,12,39111
Experimental design,0,experimental_design,12,39112
Experimental design,0,experimental_design,12,39113
Experimental design,0,experimental_design,12,90931
Experimental design,0,experimental_design,12,90932
Experimental design,0,experimental_design,12,90933
Experimental design,0,experimental_design,12,90934
Experimental design,0,experimental_design,12,90935
Experimental design,0,experimental_design,12,90936
Experimental design,0,experimental_design,12,90937
Experimental design,0,experimental_design,12,90938
Experimental design,0,experimental_design,12,90939
Experimental design,0,experimental_design,12,90940
Experimental design,0,experimental_design,12,90941
Experimental design,0,experimental_design,12,90942
Experimental design,0,experimental_design,12,90943
Experimental design,0,experimental_design,12,90944
Experimental design,0,experimental_design,12,90945
Experimental design,0,experimental_design,12,90946
Experimental design,0,experimental_design,12,90947
Experimental design,0,experimental_design,12,90948
Experimental design,0,experimental_design,12,91309
Experimental design,0,experimental_design,12,91310
Experimental design,0,experimental_design,12,91311
Experimental design,0,experimental_design,12,91312
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20252
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20253
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20254
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20255
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20256
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20257
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20258
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20259
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20260
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20261
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20262
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20263
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20264
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20265
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20266
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20267
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20268
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20269
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20270
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20271
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20272
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20273
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20274
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20275
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20276
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20277
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20278
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20279
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20280
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20281
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20282
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20283
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20284
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20285
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20286
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20287
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20288
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20289
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20290
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20291
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20292
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20293
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20294
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20295
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20296
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20297
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20298
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20299
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20300
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20301
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20302
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20303
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20304
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20305
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20306
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20307
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20308
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20309
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20310
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20311
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20312
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20313
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20314
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20315
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20316
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20317
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20318
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20319
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20320
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20321
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20322
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20323
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20324
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20325
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20326
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20327
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20328
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20329
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20330
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20331
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20332
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20333
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20334
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20335
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20336
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20337
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20338
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20339
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20340
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20341
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20342
Eye Morphology,1,To detect abnormalities in eye morphology.,13,20343
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85868
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85869
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85870
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85871
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85872
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85873
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85874
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85875
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85876
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85877
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85878
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85879
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85880
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85881
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85882
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85883
Eye Morphology,1,To detect abnormalities in eye morphology.,13,85884
