"parameter_id","parameter_name","parameter_description","procedure_id"
"IMPC_FEA_008_001","Context Freezing Time","context_freezing_time",14
"IMPC_FEA_009_001","Context % Freezing Time","context_freezing_time",14
"IMPC_FEA_010_001","Context Average Motion Index","context_average_motion_index",14
"IMPC_FEA_011_001","Context Minimum Motion Index","context_minimum_motion_index",14
"IMPC_FEA_012_001","Context Maximum Motion Index","context_maximum_motion_index",14
"IMPC_FEA_013_001","Cue Baseline Freeze Count","cue_baseline_freeze_count",14
"IMPC_FEA_014_001","Cue Baseline Freezing Time","cue_baseline_freezing_time",14
"IMPC_FEA_015_001","Cue Baseline % Freezing Time","cue_baseline_freezing_time",14
"IMPC_FEA_016_001","Cue Baseline Average Motion Index","cue_baseline_average_motion_index",14
"IMPC_FEA_017_001","Cue Baseline Minimum Motion Index","cue_baseline_minimum_motion_index",14
"IMPC_FEA_018_001","Cue Baseline Maximum Motion Index","cue_baseline_maximum_motion_index",14
"IMPC_FEA_019_001","Cue Tone Freeze Count","cue_tone_freeze_count",14
"IMPC_FEA_020_001","Cue Tone Freezing Time","cue_tone_freezing_time",14
"IMPC_FEA_021_001","Cue Tone % Freezing Time","cue_tone_freezing_time",14
"IMPC_FEA_022_001","Cue Tone Average Motion Index","cue_tone_average_motion_index",14
"IMPC_FEA_023_001","Cue Tone Minimum Motion Index","cue_tone_minimum_motion_index",14
"IMPC_FEA_024_001","Cue Tone Maximum Motion Index","cue_tone_maximum_motion_index",14
"IMPC_FEA_025_001","Conditioning: Date and time","conditioning_date_and_time",14
"IMPC_FEA_026_001","Conditioning: Room acclimation time","conditioning_room_acclimation_time",14
"IMPC_FEA_027_001","Conditioning: White house light level in arena","conditioning_white_house_light_level_in_arena",14
"IMPC_FEA_028_001","Conditioning: Olfactory cue","conditioning_olfactory_cue",14
"IMPC_FEA_029_001","Conditioning: Mouse arena shape","conditioning_mouse_arena_shape",14
"IMPC_FEA_030_001","Conditioning: Mouse arena dimension","conditioning_mouse_arena_dimension",14
"IMPC_FEA_031_001","Conditioning: Mouse arena colour","conditioning_mouse_arena_colour",14
"IMPC_FEA_032_001","Conditioning: Mouse arena floor","conditioning_mouse_arena_floor",14
"IMPC_FEA_033_001","Conditioning: Length of time baseline","conditioning_length_of_time_baseline",14
"IMPC_FEA_034_001","Conditioning: Tone stimulus intensity ( dB, conditioned stimulus)","conditioning_tone_stimulus_intensity_db_conditioned_stimulus",14
"IMPC_FEA_035_001","Conditioning: Tone stimulus frequency (Hz, conditioned stimulus)","conditioning_tone_stimulus_frequency_hz_conditioned_stimulus",14
"IMPC_FEA_036_001","Conditioning: Length of time tone stimulus","conditioning_length_of_time_tone_stimulus",14
"IMPC_FEA_037_001","Conditioning: Shock stimulus intensity (unconditioned stimulus)","conditioning_shock_stimulus_intensity_unconditioned_stimulus",14
"IMPC_FEA_038_001","Conditioning: Length of time shock stimulus","conditioning_length_of_time_shock_stimulus",14
"IMPC_FEA_039_001","Conditioning: Length of time no stimulus","conditioning_length_of_time_no_stimulus",14
"IMPC_FEA_040_001","Conditioning: Total time","conditioning_total_time",14
"IMPC_FEA_041_001","Context: Date and time","context_date_and_time",14
"IMPC_FEA_042_001","Context: Room acclimation time","context_room_acclimation_time",14
"IMPC_FEA_043_001","Context: White house light level in arena","context_white_house_light_level_in_arena",14
"IMPC_FEA_044_001","Context: Olfactory cue","context_olfactory_cue",14
"IMPC_FEA_045_001","Context: Mouse arena shape","context_mouse_arena_shape",14
"IMPC_FEA_046_001","Context: Mouse arena dimension","context_mouse_arena_dimension",14
"IMPC_FEA_047_001","Context: Mouse arena colour","context_mouse_arena_colour",14
"IMPC_FEA_048_001","Context: Mouse arena floor","context_mouse_arena_floor",14
"IMPC_FEA_049_001","Context: Total time","context_total_time",14
"IMPC_FEA_050_001","Cue: Date and time","cue_date_and_time",14
"IMPC_FEA_051_001","Cue: White house light level in arena","cue_white_house_light_level_in_arena",14
"IMPC_FEA_052_001","Cue: Olfactory cue","cue_olfactory_cue",14
"IMPC_FEA_053_001","Cue: Mouse arena shape","cue_mouse_arena_shape",14
"IMPC_FEA_054_001","Cue: Mouse arena dimension","cue_mouse_arena_dimension",14
"IMPC_FEA_055_001","Cue: Mouse arena colour","cue_mouse_arena_colour",14
"IMPC_FEA_056_001","Cue: Mouse arena floor","cue_mouse_arena_floor",14
"IMPC_FEA_057_001","Cue: Length of time baseline","cue_length_of_time_baseline",14
"IMPC_FEA_058_001","Cue: Tone stimulus intensity  (conditioned stimulus)","cue_tone_stimulus_intensity_conditioned_stimulus",14
"IMPC_FEA_059_001","Cue: Tone stimulus frequency (Hz, conditioned stimulus)","cue_tone_stimulus_frequency_hz_conditioned_stimulus",14
"IMPC_FEA_060_001","Cue: tone response measurement time","cue:_tone_response_measurement_time",14
"IMPC_FEA_061_001","Cue: Length of time no stimulus","cue_length_of_time_no_stimulus",14
"IMPC_FEA_062_001","Cue: Total time","cue_total_time",14
"IMPC_FEA_063_001","Mouse arenaID","mouse_arenaid",14
"IMPC_FEA_064_001","Equipment ID","equipment_id",14
"IMPC_FEA_065_001","Equipment Manufacturer","equipment_manufacturer",14
"IMPC_FEA_066_001","Equipment Model","equipment_model",14
"IMPC_FEA_067_001","Tracking Method","tracking_method",14
"IMPC_FEA_068_001","Software","software",14
"IMPC_FEA_069_001","Sound generator manufacturer","sound_generator_manufacturer",14
"IMPC_FEA_070_001","Sound generator model","sound_generator_model",14
"IMPC_FEA_071_001","Sound-proof box dimension","sound_proof_box_dimension",14
"IMPC_FEA_072_001","Experimenter ID","experimenter_id",14
"IMPC_FEA_073_001","Experimenter ID  day 2","experimenter_id_day_2",14
"IMPC_FEA_074_001","Experimenter ID day 2 cue","experimenter_id_day_2_cue",14
"IMPC_FEA_075_001","Date equipment last calibrated (shock)","date_equipment_last_calibrated_shock",14
"IMPC_FEA_076_001","Date equipment last calibrated (tone)","date_equipment_last_calibrated_tone",14
"IMPC_FEA_077_001","Freeze definition","freeze_definition",14
"IMPC_FEA_078_001","Conditioning: Near infra red light  arena","conditioning_near_infra_red_light_arena",14
"IMPC_FEA_079_001","Context: Near infra red light  arena","context_near_infra_red_light_arena",14
"IMPC_FEA_080_001","Cue: Near infra red light  arena","cue_near_infra_red_light_arena",14
"IMPC_FEA_081_001","Conditioning: Start time of baseline","conditioning_start_time_of_baseline",14
"IMPC_FEA_082_001","Conditioning: Start time of each tone stimulus","conditioning_start_time_of_each_tone_stimulus",14
"IMPC_FEA_083_001","Conditioning: Start time of each shock stimulus","conditioning_start_time_of_each_shock_stimulus",14
"IMPC_FEA_084_001","Conditioning: Start time of no stimulus","conditioning_start_time_of_no_stimulus",14
"IMPC_FEA_085_001","Cue: Start time of baseline","cue_start_time_of_baseline",14
"IMPC_FEA_086_001","Cue: Start time of each tone stimulus","cue_start_time_of_each_tone_stimulus",14
"IMPC_FEA_087_001","Cue: Start time of no stimulus","cue_start_time_of_no_stimulus",14
"IMPC_FEA_088_001","Cue: arena rotation","cue_arena_rotation",14
"IMPC_FEA_089_001","Conditioning Tone Freeze Count","conditioning_tone_freeze_count",14
"IMPC_FEA_090_001","Conditioning Tone Freezing Time","conditioning_tone_freezing_time",14
"IMPC_FEA_091_001","Conditioning Tone % Freezing Time","conditioning_tone_freezing_time",14
"IMPC_FEA_092_001","Conditioning Tone Average Motion Index","conditioning_tone_average_motion_index",14
"IMPC_FEA_093_001","Conditioning Tone Minimum Motion Index","conditioning_tone_minimum_motion_index",14
"IMPC_FEA_094_001","Conditioning Tone Maximum Motion Index","conditioning_tone_maximum_motion_index",14
"IMPC_FEA_095_001","Conditioning Shock Average Motion Index","conditioning_shock_average_motion_index",14
"IMPC_FEA_096_001","Conditioning Shock Minimum Motion Index","conditioning_shock_minimum_motion_index",14
"IMPC_FEA_097_001","Conditioning Shock Maximum Motion Index","conditioning_shock_maximum_motion_index",14
"IMPC_FEA_098_001","Conditioning Post-shock Freeze Count","conditioning_post_shock_freeze_count",14
"IMPC_FEA_099_001","Conditioning Post-shock Freezing Time","conditioning_post_shock_freezing_time",14
"IMPC_FEA_100_001","Conditioning Post-shock % Freezing Time","conditioning_post_shock_freezing_time",14
"IMPC_FEA_101_001","Conditioning Post-shock Average Motion Index","conditioning_post_shock_average_motion_index",14
"IMPC_FEA_102_001","Conditioning Post-shock Minimum Motion Index","conditioning_post_shock_minimum_motion_index",14
"IMPC_FEA_103_001","Conditioning Post-shock Maximum Motion Index","conditioning_post_shock_maximum_motion_index",14
"IMPC_FEA_104_001","Freeze definition (minimum motion index)","freeze_definition_minimum_motion_index",14
"IMPC_FEA_105_001","Difference in Context and Conditioning Baseline % Freezing","difference_in_context_and_conditioning_baseline_%_freezing",14
"IMPC_FEA_106_001","Difference in Cue Tone and Cue Baseline % Freezing","difference_in_cue_tone_and_cue_baseline_%_freezing",14
"IMPC_FEA_107_001","Difference in Conditioning Post-shock and Conditioning Baseline % Freezing","difference_in_conditioning_post-shock_and_conditioning_baseline_%_freezing",14
"IMPC_FEA_108_001","Cue: Length of time tone stimulus","cue:_length_of_time_tone_stimulus",14
"IMPC_GPO_001_001","Placenta Development","placenta_development",23
"IMPC_GPO_002_001","Placenta Morphology","placenta_morphology",23
"IMPC_GPO_003_001","Placenta Vasculature","placenta_vasculature",23
"IMPC_GPO_004_001","Placenta Size","placenta_size",23
"IMPC_GPO_005_001","Umbilical cord morphology","umbilical_cord_morphology",23
"IMPC_GPO_006_001","Comment on image","comment_on_image",23
"IMPC_GPO_007_001","Images","images",23
"IMPC_GPO_008_001","Experimenter ID","experimenter_id",23
"IMPC_GPO_009_001","Equipment ID","equipment_id",23
"IMPC_GPO_010_001","Equipment Manufacturer","equipment_manufacturer",23
"IMPC_GPO_011_001","Equipment Model","equipment_model",23
"IMPC_GPO_012_001","Fixative","fixative",23
"IMPC_GPO_013_001","Time of Dissection","time_of_dissection",23
"IMPC_GPO_014_001","Somite Stage","somite_stage",23
"IMPC_GPO_015_001","Time of dark cycle start","time_of_dark_cycle_start",23
"IMPC_GPO_016_001","Time of dark cycle end","time_of_dark_cycle_end",23
"IMPC_GPO_017_001","Date equipment last calibrated","date_equipment_last_calibrated",23
"IMPC_GPO_018_001","Pale placenta","pale_placenta",23
"IMPC_CAL_023_001","Room temperature max","room_temperature_max",32
"IMPC_CAL_024_001","Room temperature min","room_temperature_min",32
"IMPC_CAL_025_001","Chamber temperature min","chamber_temperature_min",32
"IMPC_CAL_026_001","Chamber temperature max","chamber_temperature_max",32
"IMPC_CAL_010_002","Time of dark cycle start","The starting time of the dark cycle. E.g. 7 p.m.",32
"IMPC_CAL_020_002","Time of dark cycle end","The ending time of the dark cycle. E.g. 7 a.m.",32
"IMPC_CAL_027_001","Outer dimension of cage","(L, cm) x  (W, cm) x  (H, cm)",32
"IMPC_CAL_028_001","Inner dimension of cage","(L, cm) x  (W, cm) x  (H, cm)",32
"IMPC_CAL_029_001","Height from platform to lid assembly","height_from_platform_to_lid_assembly",32
"IMPC_CAL_030_001","Available space for mouse","(L, cm) x  (W, cm) x  (H, cm)",32
"IMPC_CAL_031_001","Infrared beam setting on X axis","Orizontal activity: locomotion. N beams with L cm spacing, H cm above platform",32
"IMPC_CAL_032_001","Infrared beam setting on Y axis","Orizontal activity: locomotion. N beams with L cm spacing, H cm above platform",32
"IMPC_CAL_033_001","Infrared beam setting on Z axis","Vertical activity: rearing/jumping. N beams with L cm spacing, H cm above platform.",32
"IMPC_CAL_034_001","Beam strip placement on exterior of chamber","beam_strip_placement_on_exterior_of_chamber",32
"IMPC_CAL_035_001","Lightbeam wavelength","lightbeam_wavelength",32
"IMPC_CAL_036_001","Scanning rate","scanning_rate",32
"IMPC_CAL_037_001","Refractory period","refractory_period",32
"IMPC_CAL_038_001","Presence of bedding into the cage","presence_of_bedding_into_the_cage",32
"IMPC_CAL_039_001","Igloo in cage","igloo_in_cage",32
"IMPC_CAL_040_001","Calibration method","calibration_method",32
"IMPC_CAL_041_001","Acclimation period","acclimation_period",32
"IMPC_HIS_350_001","Adrenal gland - MA term","adrenal_gland_-_ma_term",29
"IMPC_HIS_103_002","Adrenal gland - MPATH pathological entity term","adrenal_gland_-_mpath_pathological_entity_term",29
"IMPC_HIS_105_002","Adrenal gland - MPATH pathological process term","adrenal_gland_-_mpath_pathological_process_term",29
"IMPC_HIS_351_001","Bone - MA term","bone_-_ma_term",29
"IMPC_HIS_342_002","Bone - MPATH pathological entity term","bone_-_mpath_pathological_entity_term",29
"IMPC_HIS_344_002","Bone - MPATH pathological process term","bone_-_mpath_pathological_process_term",29
"IMPC_HIS_352_001","Bone marrow - MA term","bone_marrow_-_ma_term",29
"IMPC_HIS_230_002","Bone marrow - MPATH pathological entity term","bone_marrow_-_mpath_pathological_entity_term",29
"IMPC_HIS_232_002","Bone marrow - MPATH pathological process term","bone_marrow_-_mpath_pathological_process_term",29
"IMPC_HIS_353_001","Brain - MA term","brain_-_ma_term",29
"IMPC_HIS_001_002","Brain - MPATH pathological entity term","brain_-_mpath_pathological_entity_term",29
"IMPC_HIS_003_002","Brain - MPATH pathological process term","brain_-_mpath_pathological_process_term",29
"IMPC_HIS_354_001","Brown adipose tissue - MA term","brown_adipose_tissue_-_ma_term",29
"IMPC_HIS_237_002","Brown adipose tissue - MPATH pathological entity term","brown_adipose_tissue_-_mpath_pathological_entity_term",29
"IMPC_HIS_239_002","Brown adipose tissue - MPATH pathological process term","brown_adipose_tissue_-_mpath_pathological_process_term",29
"IMPC_HIS_355_001","Ear - MA term","ear_-_ma_term",29
"IMPC_HIS_272_002","Ear - MPATH pathological entity term","ear_-_mpath_pathological_entity_term",29
"IMPC_HIS_274_002","Ear - MPATH pathological process term","ear_-_mpath_pathological_process_term",29
"IMPC_HIS_356_001","Epididymis - MA term","epididymis_-_ma_term",29
"IMPC_HIS_145_002","Epididymis - MPATH pathological entity term","epididymis_-_mpath_pathological_entity_term",29
"IMPC_HIS_147_002","Epididymis - MPATH pathological process term","epididymis_-_mpath_pathological_process_term",29
"IMPC_HIS_357_001","Esophagus - MA term","esophagus_-_ma_term",29
"IMPC_HIS_043_002","Esophagus - MPATH pathological entity term","esophagus_-_mpath_pathological_entity_term",29
"IMPC_HIS_045_002","Esophagus - MPATH pathological process term","esophagus_-_mpath_pathological_process_term",29
"IMPC_HIS_358_001","Eye - MA term","eye_-_ma_term",29
"IMPC_HIS_007_002","Eye - MPATH pathological entity term","eye_-_mpath_pathological_entity_term",29
"IMPC_HIS_009_002","Eye - MPATH pathological process term","eye_-_mpath_pathological_process_term",29
"IMPC_HIS_359_001","Femur - MA term","femur_-_ma_term",29
"IMPC_HIS_223_002","Femur - MPATH pathological entity term","femur_-_mpath_pathological_entity_term",29
"IMPC_HIS_225_002","Femur - MPATH pathological process term","femur_-_mpath_pathological_process_term",29
"IMPC_HIS_360_001","Gall bladder - MA term","gall_bladder_-_ma_term",29
"IMPC_HIS_061_002","Gall bladder - MPATH pathological entity term","gall_bladder_-_mpath_pathological_entity_term",29
"IMPC_HIS_063_002","Gall bladder - MPATH pathological process term","gall_bladder_-_mpath_pathological_process_term",29
"IMPC_HIS_361_001","Heart - MA term","heart_-_ma_term",29
"IMPC_HIS_031_002","Heart - MPATH pathological entity term","heart_-_mpath_pathological_entity_term",29
"IMPC_HIS_033_002","Heart - MPATH pathological process term","heart_-_mpath_pathological_process_term",29
"IMPC_HIS_362_001","Kidney - MA term","kidney_-_ma_term",29
"IMPC_HIS_097_002","Kidney - MPATH pathological entity term","kidney_-_mpath_pathological_entity_term",29
"IMPC_HIS_099_002","Kidney - MPATH pathological process term","kidney_-_mpath_pathological_process_term",29
"IMPC_HIS_363_001","Knee joint - MA term","knee_joint_-_ma_term",29
"IMPC_HIS_251_002","Knee joint - MPATH pathological entity term","knee_joint_-_mpath_pathological_entity_term",29
"IMPC_HIS_253_002","Knee joint - MPATH pathological process term","knee_joint_-_mpath_pathological_process_term",29
"IMPC_HIS_364_001","Large intestine - MA term","large_intestine_-_ma_term",29
"IMPC_HIS_079_002","Large intestine - MPATH pathological entity term","large_intestine_-_mpath_pathological_entity_term",29
"IMPC_HIS_081_002","Large intestine - MPATH pathological process term","large_intestine_-_mpath_pathological_process_term",29
"IMPC_HIS_365_001","Liver - MA term","liver_-_ma_term",29
"IMPC_HIS_055_002","Liver - MPATH pathological entity term","liver_-_mpath_pathological_entity_term",29
"IMPC_HIS_057_002","Liver - MPATH pathological process term","liver_-_mpath_pathological_process_term",29
"IMPC_HIS_366_001","Lung - MA term","lung_-_ma_term",29
"IMPC_HIS_049_002","Lung - MPATH pathological entity term","lung_-_mpath_pathological_entity_term",29
"IMPC_HIS_051_002","Lung - MPATH pathological process term","lung_-_mpath_pathological_process_term",29
"IMPC_HIS_367_001","Lymph node - MA term","lymph_node_-_ma_term",29
"IMPC_HIS_115_002","Lymph node - MPATH pathological entity term","lymph_node_-_mpath_pathological_entity_term",29
"IMPC_HIS_117_002","Lymph node - MPATH pathological process term","lymph_node_-_mpath_pathological_process_term",29
"IMPC_HIS_368_001","Mammary gland - MA term","mammary_gland_-_ma_term",29
"IMPC_HIS_109_002","Mammary gland - MPATH pathological entity term","mammary_gland_-_mpath_pathological_entity_term",29
"IMPC_HIS_111_002","Mammary gland - MPATH pathological process term","mammary_gland_-_mpath_pathological_process_term",29
"IMPC_HIS_369_001","Nasal cavity - MA term","nasal_cavity_-_ma_term",29
"IMPC_HIS_265_002","Nasal cavity - MPATH pathological entity term","nasal_cavity_-_mpath_pathological_entity_term",29
"IMPC_HIS_267_002","Nasal cavity - MPATH pathological process term","nasal_cavity_-_mpath_pathological_process_term",29
"IMPC_HIS_370_001","Ovary - MA term","ovary_-_ma_term",29
"IMPC_HIS_163_002","Ovary - MPATH pathological entity term","ovary_-_mpath_pathological_entity_term",29
"IMPC_HIS_165_002","Ovary - MPATH pathological process term","ovary_-_mpath_pathological_process_term",29
"IMPC_HIS_371_001","Pancreas - MA term","pancreas_-_ma_term",29
"IMPC_HIS_085_002","Pancreas - MPATH pathological entity term","pancreas_-_mpath_pathological_entity_term",29
"IMPC_HIS_087_002","Pancreas - MPATH pathological process term","pancreas_-_mpath_pathological_process_term",29
"IMPC_HIS_373_001","Pituitary gland - Descriptor PATO","pituitary_gland_-_descriptor_pato",29
"IMPC_HIS_375_001","Pituitary gland - MA term","pituitary_gland_-_ma_term",29
"IMPC_HIS_376_001","Pituitary gland - MPATH pathological entity term","pituitary_gland_-_mpath_pathological_entity_term",29
"IMPC_HIS_377_001","Pituitary gland - MPATH pathological process term","pituitary_gland_-_mpath_pathological_process_term",29
"IMPC_HIS_380_001","Prostate gland - MA term","prostate_gland_-_ma_term",29
"IMPC_HIS_151_002","Prostate gland - MPATH pathological entity term","prostate_gland_-_mpath_pathological_entity_term",29
"IMPC_HIS_153_002","Prostate gland - MPATH pathological process term","prostate_gland_-_mpath_pathological_process_term",29
"IMPC_HIS_381_001","Salivary gland - MA term","salivary_gland_-_ma_term",29
"IMPC_HIS_209_002","Salivary gland - MPATH pathological entity term","salivary_gland_-_mpath_pathological_entity_term",29
"IMPC_HIS_211_002","Salivary gland - MPATH pathological process term","salivary_gland_-_mpath_pathological_process_term",29
"IMPC_HIS_382_001","Sciatic nerve - MA term","sciatic_nerve_-_ma_term",29
"IMPC_HIS_293_002","Sciatic nerve - MPATH pathological entity term","sciatic_nerve_-_mpath_pathological_entity_term",29
"IMPC_HIS_295_002","Sciatic nerve - MPATH pathological process term","sciatic_nerve_-_mpath_pathological_process_term",29
"IMPC_HIS_383_001","Seminal vesicle - MA term","seminal_vesicle_-_ma_term",29
"IMPC_HIS_157_002","Seminal vesicle - MPATH pathological entity term","seminal_vesicle_-_mpath_pathological_entity_term",29
"IMPC_HIS_159_002","Seminal vesicle - MPATH pathological process term","seminal_vesicle_-_mpath_pathological_process_term",29
"IMPC_HIS_384_001","Skeletal muscle - MA term","skeletal_muscle_-_ma_term",29
"IMPC_HIS_127_002","Skeletal muscle - MPATH pathological entity term","skeletal_muscle_-_mpath_pathological_entity_term",29
"IMPC_HIS_129_002","Skeletal muscle - MPATH pathological process term","skeletal_muscle_-_mpath_pathological_process_term",29
"IMPC_HIS_385_001","Skin - MA term","skin_-_ma_term",29
"IMPC_HIS_121_002","Skin - MPATH pathological entity term","skin_-_mpath_pathological_entity_term",29
"IMPC_HIS_123_002","Skin - MPATH pathological process term","skin_-_mpath_pathological_process_term",29
"IMPC_HIS_386_001","Small intestine - MA term","small_intestine_-_ma_term",29
"IMPC_HIS_073_002","Small intestine - MPATH pathological entity term","small_intestine_-_mpath_pathological_entity_term",29
"IMPC_HIS_075_002","Small intestine - MPATH pathological process term","small_intestine_-_mpath_pathological_process_term",29
"IMPC_HIS_387_001","Spinal cord - MA term","spinal_cord_-_ma_term",29
"IMPC_HIS_013_002","Spinal cord - MPATH pathological entity term","spinal_cord_-_mpath_pathological_entity_term",29
"IMPC_HIS_015_002","Spinal cord - MPATH pathological process term","spinal_cord_-_mpath_pathological_process_term",29
"IMPC_HIS_388_001","Spleen - MA term","spleen_-_ma_term",29
"IMPC_HIS_091_002","Spleen - MPATH pathological entity term","spleen_-_mpath_pathological_entity_term",29
"IMPC_HIS_093_002","Spleen - MPATH pathological process term","spleen_-_mpath_pathological_process_term",29
"IMPC_HIS_389_001","Sternum - MA term","sternum_-_ma_term",29
"IMPC_HIS_216_002","Sternum - MPATH pathological entity term","sternum_-_mpath_pathological_entity_term",29
"IMPC_HIS_218_002","Sternum - MPATH pathological process term","sternum_-_mpath_pathological_process_term",29
"IMPC_HIS_390_001","Stomach - MA term","stomach_-_ma_term",29
"IMPC_HIS_067_002","Stomach - MPATH pathological entity term","stomach_-_mpath_pathological_entity_term",29
"IMPC_HIS_069_002","Stomach - MPATH pathological process term","stomach_-_mpath_pathological_process_term",29
"IMPC_HIS_391_001","Testis - MA term","testis_-_ma_term",29
"IMPC_HIS_139_002","Testis - MPATH pathological entity term","testis_-_mpath_pathological_entity_term",29
"IMPC_HIS_141_002","Testis - MPATH pathological process term","testis_-_mpath_pathological_process_term",29
"IMPC_HIS_392_001","Thymus - MA term","thymus_-_ma_term",29
"IMPC_HIS_019_002","Thymus - MPATH pathological entity term","thymus_-_mpath_pathological_entity_term",29
"IMPC_HIS_021_002","Thymus - MPATH pathological process term","thymus_-_mpath_pathological_process_term",29
"IMPC_HIS_393_001","Thyroid - MA term","thyroid_-_ma_term",29
"IMPC_HIS_025_002","Thyroid - MPATH pathological entity term","thyroid_-_mpath_pathological_entity_term",29
"IMPC_HIS_027_002","Thyroid - MPATH pathological process term","thyroid_-_mpath_pathological_process_term",29
"IMPC_HIS_394_001","Tibia - MA term","tibia_-_ma_term",29
"IMPC_HIS_244_002","Tibia - MPATH pathological entity term","tibia_-_mpath_pathological_entity_term",29
"IMPC_HIS_246_002","Tibia - MPATH pathological process term","tibia_-_mpath_pathological_process_term",29
"IMPC_HIS_395_001","Tongue - MA term","tongue_-_ma_term",29
"IMPC_HIS_286_002","Tongue - MPATH pathological entity term","tongue_-_mpath_pathological_entity_term",29
"IMPC_HIS_288_002","Tongue - MPATH pathological process term","tongue_-_mpath_pathological_process_term",29
"IMPC_HIS_396_001","Tooth - MA term","tooth_-_ma_term",29
"IMPC_HIS_279_002","Tooth - MPATH pathological entity term","tooth_-_mpath_pathological_entity_term",29
"IMPC_HIS_281_002","Tooth - MPATH pathological process term","tooth_-_mpath_pathological_process_term",29
"IMPC_HIS_397_001","Trachea - MA term","trachea_-_ma_term",29
"IMPC_HIS_037_002","Trachea - MPATH pathological entity term","trachea_-_mpath_pathological_entity_term",29
"IMPC_HIS_039_002","Trachea - MPATH pathological process term","trachea_-_mpath_pathological_process_term",29
"IMPC_HIS_398_001","Trigeminal V ganglion - MA term","trigeminal_v_ganglion_-_ma_term",29
"IMPC_HIS_258_002","Trigeminal V ganglion - MPATH pathological entity term","trigeminal_v_ganglion_-_mpath_pathological_entity_term",29
"IMPC_HIS_260_002","Trigeminal V ganglion - MPATH pathological process term","trigeminal_v_ganglion_-_mpath_pathological_process_term",29
"IMPC_HIS_399_001","Urinary bladder - MA term","urinary_bladder_-_ma_term",29
"IMPC_HIS_133_002","Urinary bladder - MPATH pathological entity term","urinary_bladder_-_mpath_pathological_entity_term",29
"IMPC_HIS_135_002","Urinary bladder - MPATH pathological process term","urinary_bladder_-_mpath_pathological_process_term",29
"IMPC_HIS_400_001","Uterus - MA term","uterus_-_ma_term",29
"IMPC_HIS_169_002","Uterus - MPATH pathological entity term","uterus_-_mpath_pathological_entity_term",29
"IMPC_HIS_171_002","Uterus - MPATH pathological process term","uterus_-_mpath_pathological_process_term",29
"IMPC_HIS_402_001","White adipose tissue - Descriptor PATO","white_adipose_tissue_-_descriptor_pato",29
"IMPC_HIS_404_001","White adipose tissue - MA term","white_adipose_tissue_-_ma_term",29
"IMPC_HIS_405_001","White adipose tissue - MPATH pathological entity term","white_adipose_tissue_-_mpath_pathological_entity_term",29
"IMPC_HIS_406_001","White adipose tissue - MPATH pathological process term","white_adipose_tissue_-_mpath_pathological_process_term",29
"IMPC_HIS_345_002","Bone - Severity score","bone_-_severity_score",29
"IMPC_HIS_348_002","Bone - Significance score","bone_-_significance_score",29
"IMPC_HIS_372_001","Pituitary gland - Description","pituitary_gland_-_description",29
"IMPC_HIS_374_001","Pituitary gland - Free text diagnostic term","pituitary_gland_-_free_text_diagnostic_term",29
"IMPC_HIS_378_001","Pituitary gland - Severity score","pituitary_gland_-_severity_score",29
"IMPC_HIS_379_001","Pituitary gland - Significance score","pituitary_gland_-_significance_score",29
"IMPC_HIS_247_002","Tibia - Severity score","tibia_-_severity_score",29
"IMPC_HIS_401_001","White adipose tissue - Description","white_adipose_tissue_-_description",29
"IMPC_HIS_403_001","White adipose tissue - Free text diagnostic term","white_adipose_tissue_-_free_text_diagnostic_term",29
"IMPC_HIS_407_001","White adipose tissue - Severity score","white_adipose_tissue_-_severity_score",29
"IMPC_HIS_408_001","White adipose tissue - Significance score","white_adipose_tissue_-_significance_score",29
"IMPC_HIS_409_001","Subcutaneous adipose tissue - Description","subcutaneous_adipose_tissue_-_description",29
"IMPC_HIS_410_001","Subcutaneous adipose tissue - Descriptor PATO","subcutaneous_adipose_tissue_-_descriptor_pato",29
"IMPC_HIS_411_001","Subcutaneous adipose tissue - Free text diagnostic term","subcutaneous_adipose_tissue_-_free_text_diagnostic_term",29
"IMPC_HIS_412_001","Subcutaneous adipose tissue - MA term","subcutaneous_adipose_tissue_-_ma_term",29
"IMPC_HIS_413_001","Subcutaneous adipose tissue - MPATH pathological entity term","subcutaneous_adipose_tissue_-_mpath_pathological_entity_term",29
"IMPC_HIS_414_001","Subcutaneous adipose tissue - MPATH pathological process term","subcutaneous_adipose_tissue_-_mpath_pathological_process_term",29
"IMPC_HIS_415_001","Subcutaneous adipose tissue - Severity score","subcutaneous_adipose_tissue_-_severity_score",29
"IMPC_HIS_416_001","Subcutaneous adipose tissue - Significance score","subcutaneous_adipose_tissue_-_significance_score",29
"IMPC_HIS_417_001","Optic II nerve - Description","optic_II_nerve_description",29
"IMPC_HIS_418_001","Optic II nerve - Descriptor PATO","optic_ii_nerve_-_descriptor_pato",29
"IMPC_HIS_419_001","Optic II nerve - Free text diagnostic term","optic_ii_nerve_-_free_text_diagnostic_term",29
"IMPC_HIS_420_001","Optic II nerve - MA term","optic_ii_nerve_-_ma_term",29
"IMPC_HIS_421_001","Optic II nerve - MPATH pathological entity term","optic_ii_nerve_-_mpath_pathological_entity_term",29
"IMPC_HIS_422_001","Optic II nerve - MPATH pathological process term","optic_ii_nerve_-_mpath_pathological_process_term",29
"IMPC_HIS_423_001","Optic II nerve - Severity score","optic_ii_nerve_-_severity_score",29
